TrialNumber,Cue,FaceCategory,FaceExemplar,SceneCategory,SceneExemplar,ITI,TestPresence,FaceChange,SceneChange,Response,ReactionTime
100,2,4,9,3,38,5,1,9,38,NaN,NaN
101,2,1,23,4,7,4,0,NaN,NaN,NaN,NaN
102,1,3,12,3,4,7,1,80,4,NaN,NaN
103,1,1,62,3,58,6,0,NaN,NaN,NaN,NaN
104,1,3,46,1,44,6,0,NaN,NaN,NaN,NaN
105,1,2,2,2,7,6,0,NaN,NaN,NaN,NaN
106,2,2,92,3,29,4,0,NaN,NaN,NaN,NaN
107,1,4,76,4,12,6,0,NaN,NaN,NaN,NaN
108,1,1,21,1,31,7,1,39,62,NaN,NaN
109,2,3,26,4,1,5,1,26,54,NaN,NaN
110,2,2,10,1,65,5,1,10,65,NaN,NaN
111,2,1,83,2,22,5,1,39,20,NaN,NaN
112,2,3,39,2,48,4,0,NaN,NaN,NaN,NaN
113,1,2,1,1,35,6,1,1,35,NaN,NaN
114,2,4,92,2,23,5,1,83,23,NaN,NaN
115,2,3,83,3,22,5,1,83,57,NaN,NaN
116,1,1,48,4,3,7,0,NaN,NaN,NaN,NaN
117,2,4,67,4,52,4,0,NaN,NaN,NaN,NaN
118,2,3,28,1,10,4,0,NaN,NaN,NaN,NaN
119,1,4,20,1,20,7,0,NaN,NaN,NaN,NaN
120,1,3,42,4,31,6,1,42,31,NaN,NaN
121,1,2,20,3,35,7,0,NaN,NaN,NaN,NaN
122,2,2,71,2,10,4,0,NaN,NaN,NaN,NaN
123,2,2,45,4,2,5,1,36,35,NaN,NaN
124,1,3,70,2,62,7,0,NaN,NaN,NaN,NaN
125,1,1,20,2,31,6,1,5,21,NaN,NaN
126,2,1,58,3,40,4,0,NaN,NaN,NaN,NaN
127,1,4,41,3,45,6,1,51,45,NaN,NaN
128,2,1,82,1,48,5,1,82,33,NaN,NaN
129,1,2,71,3,40,4,0,NaN,NaN,NaN,NaN
130,2,3,39,1,42,6,0,NaN,NaN,NaN,NaN
131,1,2,45,1,48,7,1,11,48,NaN,NaN
132,1,3,83,4,2,7,1,83,56,NaN,NaN
133,1,1,82,2,23,7,1,82,16,NaN,NaN
134,2,3,26,3,38,5,1,76,38,NaN,NaN
135,2,1,23,3,29,6,0,NaN,NaN,NaN,NaN
136,2,2,10,4,1,5,1,10,1,NaN,NaN
137,1,4,92,3,22,7,1,15,22,NaN,NaN
138,2,2,92,2,48,6,0,NaN,NaN,NaN,NaN
139,2,4,90,4,7,6,0,NaN,NaN,NaN,NaN
140,1,3,28,2,10,4,0,NaN,NaN,NaN,NaN
141,2,1,83,1,65,5,1,83,56,NaN,NaN
142,2,4,9,2,22,5,1,86,35,NaN,NaN
143,1,1,58,4,52,4,0,NaN,NaN,NaN,NaN
144,1,4,67,1,10,4,0,NaN,NaN,NaN,NaN
145,1,1,20,1,35,4,1,37,35,NaN,NaN
146,2,4,32,3,4,5,1,32,61,NaN,NaN
147,1,4,41,2,31,4,1,34,31,NaN,NaN
148,1,4,20,4,3,7,0,NaN,NaN,NaN,NaN
149,2,4,76,1,44,6,0,NaN,NaN,NaN,NaN
150,1,2,20,2,62,7,0,NaN,NaN,NaN,NaN
151,2,1,62,4,12,6,0,NaN,NaN,NaN,NaN
152,2,1,21,2,27,5,1,21,38,NaN,NaN
153,2,3,46,2,7,6,0,NaN,NaN,NaN,NaN
154,1,3,70,1,20,7,0,NaN,NaN,NaN,NaN
155,2,2,2,3,58,6,0,NaN,NaN,NaN,NaN
156,2,3,12,4,43,5,1,12,43,NaN,NaN
157,2,2,16,1,31,5,1,16,17,NaN,NaN
158,1,1,48,3,35,7,0,NaN,NaN,NaN,NaN
159,1,3,42,3,45,4,1,76,30,NaN,NaN
160,1,2,1,4,31,4,1,67,31,NaN,NaN
161,2,3,42,1,35,5,0,NaN,NaN,NaN,NaN
162,1,2,2,1,44,4,1,86,57,NaN,NaN
163,1,2,16,3,4,7,0,NaN,NaN,NaN,NaN
164,2,2,1,2,31,5,0,NaN,NaN,NaN,NaN
165,2,4,41,4,31,5,0,NaN,NaN,NaN,NaN
166,2,1,48,1,20,6,1,48,20,NaN,NaN
167,2,4,20,2,62,6,1,5,17,NaN,NaN
168,1,3,46,4,12,4,1,87,12,NaN,NaN
169,2,1,20,3,45,5,0,NaN,NaN,NaN,NaN
170,2,2,20,4,3,6,1,20,3,NaN,NaN
171,2,3,70,3,35,6,1,70,10,NaN,NaN
172,1,3,12,2,27,7,0,NaN,NaN,NaN,NaN
173,1,4,32,1,31,7,0,NaN,NaN,NaN,NaN
174,1,4,76,3,58,4,1,86,25,NaN,NaN
175,1,1,62,2,7,4,1,62,7,NaN,NaN
176,1,1,21,4,43,7,0,NaN,NaN,NaN,NaN
177,2,1,82,4,2,5,0,NaN,NaN,NaN,NaN
178,2,3,28,4,52,6,1,28,52,NaN,NaN
179,1,2,10,2,22,4,0,NaN,NaN,NaN,NaN
180,1,3,39,3,29,7,1,39,29,NaN,NaN
181,2,4,92,1,48,5,0,NaN,NaN,NaN,NaN
182,2,4,67,3,40,6,1,47,7,NaN,NaN
183,1,1,83,3,38,4,0,NaN,NaN,NaN,NaN
184,1,1,23,1,42,7,1,23,2,NaN,NaN
185,1,3,26,1,65,4,0,NaN,NaN,NaN,NaN
186,2,3,83,2,23,5,0,NaN,NaN,NaN,NaN
187,2,2,45,3,22,5,0,NaN,NaN,NaN,NaN
188,2,2,71,1,10,6,1,12,10,NaN,NaN
189,1,2,92,4,7,7,1,92,8,NaN,NaN
190,2,1,58,2,10,6,1,87,12,NaN,NaN
191,1,4,90,2,48,7,1,34,48,NaN,NaN
192,1,4,9,4,1,4,0,NaN,NaN,NaN,NaN
193,2,4,67,2,10,7,0,NaN,NaN,NaN,NaN
194,1,4,20,3,35,5,0,NaN,NaN,NaN,NaN
195,2,1,58,1,10,7,0,NaN,NaN,NaN,NaN
196,1,1,20,4,31,6,1,20,64,NaN,NaN
197,1,4,41,1,35,6,1,12,8,NaN,NaN
198,2,2,45,2,23,4,1,81,23,NaN,NaN
199,1,2,20,1,20,5,0,NaN,NaN,NaN,NaN
200,2,2,71,4,52,7,0,NaN,NaN,NaN,NaN
201,2,1,82,3,22,4,1,82,59,NaN,NaN
202,1,3,70,4,3,5,0,NaN,NaN,NaN,NaN
203,1,3,42,2,31,6,1,42,31,NaN,NaN
204,1,2,1,3,45,6,1,3,45,NaN,NaN
205,2,3,83,1,48,4,1,83,26,NaN,NaN
206,1,1,48,2,62,5,0,NaN,NaN,NaN,NaN
207,2,3,28,3,40,7,0,NaN,NaN,NaN,NaN
208,2,4,92,4,2,4,1,35,2,NaN,NaN
209,2,3,39,4,7,4,0,NaN,NaN,NaN,NaN
210,1,2,16,2,27,6,1,85,27,NaN,NaN
211,2,1,83,4,1,7,1,19,1,NaN,NaN
212,1,4,76,2,7,5,0,NaN,NaN,NaN,NaN
213,2,4,90,3,29,4,0,NaN,NaN,NaN,NaN
214,2,3,26,2,22,7,1,82,22,NaN,NaN
215,1,3,46,3,58,5,0,NaN,NaN,NaN,NaN
216,2,4,9,1,65,7,1,9,65,NaN,NaN
217,1,4,32,4,43,6,1,8,2,NaN,NaN
218,2,2,92,1,42,4,0,NaN,NaN,NaN,NaN
219,1,3,12,1,31,6,1,12,1,NaN,NaN
220,2,1,23,2,48,4,0,NaN,NaN,NaN,NaN
221,2,2,10,3,38,7,1,10,19,NaN,NaN
222,1,2,2,4,12,5,0,NaN,NaN,NaN,NaN
223,1,1,62,1,44,5,0,NaN,NaN,NaN,NaN
224,1,1,21,3,4,6,1,21,10,NaN,NaN
225,1,3,39,2,48,5,1,39,48,NaN,NaN
226,1,4,9,3,38,6,0,NaN,NaN,NaN,NaN
227,1,2,10,1,65,6,0,NaN,NaN,NaN,NaN
228,2,2,2,2,7,7,1,2,4,NaN,NaN
229,1,1,83,2,22,6,0,NaN,NaN,NaN,NaN
230,2,4,32,2,27,4,0,NaN,NaN,NaN,NaN
231,1,3,26,4,1,6,0,NaN,NaN,NaN,NaN
232,1,1,23,4,7,5,1,48,7,NaN,NaN
233,2,3,46,1,44,7,1,22,5,NaN,NaN
234,2,1,62,3,58,7,1,62,58,NaN,NaN
235,1,2,92,3,29,5,1,58,11,NaN,NaN
236,2,1,21,1,31,4,0,NaN,NaN,NaN,NaN
237,1,4,90,1,42,5,1,81,42,NaN,NaN
238,2,2,16,4,43,4,0,NaN,NaN,NaN,NaN
239,2,4,76,4,12,7,1,76,31,NaN,NaN
240,2,3,12,3,4,4,0,NaN,NaN,NaN,NaN
241,2,4,20,1,20,4,1,20,20,NaN,NaN
242,1,1,82,1,48,6,0,NaN,NaN,NaN,NaN
243,2,2,1,1,35,7,0,NaN,NaN,NaN,NaN
244,2,3,70,2,62,4,1,76,62,NaN,NaN
245,2,4,41,3,45,7,0,NaN,NaN,NaN,NaN
246,2,1,20,2,31,7,0,NaN,NaN,NaN,NaN
247,2,1,48,4,3,4,1,48,11,NaN,NaN
248,1,2,45,4,2,6,0,NaN,NaN,NaN,NaN
249,1,2,71,2,10,5,1,24,28,NaN,NaN
250,2,2,20,3,35,4,1,63,18,NaN,NaN
251,1,3,83,3,22,6,0,NaN,NaN,NaN,NaN
252,2,3,42,4,31,7,0,NaN,NaN,NaN,NaN
253,1,1,58,3,40,5,1,58,40,NaN,NaN
254,1,3,28,1,10,5,1,28,10,NaN,NaN
255,1,4,67,4,52,5,1,3,4,NaN,NaN
256,1,4,92,2,23,6,0,NaN,NaN,NaN,NaN
257,1,3,39,1,42,7,0,NaN,NaN,NaN,NaN
258,1,1,23,3,29,7,0,NaN,NaN,NaN,NaN
259,2,1,58,4,52,5,0,NaN,NaN,NaN,NaN
260,1,4,90,4,7,7,0,NaN,NaN,NaN,NaN
261,2,3,83,4,2,4,1,52,2,NaN,NaN
262,1,2,10,4,1,6,1,39,18,NaN,NaN
263,1,2,92,2,48,7,0,NaN,NaN,NaN,NaN
264,1,4,9,2,22,6,1,9,22,NaN,NaN
265,2,3,28,2,10,5,0,NaN,NaN,NaN,NaN
266,2,2,71,3,40,5,0,NaN,NaN,NaN,NaN
267,2,2,45,1,48,4,1,45,61,NaN,NaN
268,2,4,67,1,10,5,0,NaN,NaN,NaN,NaN
269,1,1,83,1,65,6,1,84,65,NaN,NaN
270,2,4,92,3,22,4,1,92,11,NaN,NaN
271,1,3,26,3,38,6,1,26,48,NaN,NaN
272,2,1,82,2,23,4,1,8,23,NaN,NaN
273,2,1,20,1,35,5,1,20,63,NaN,NaN
274,2,1,48,3,35,4,0,NaN,NaN,NaN,NaN
275,2,4,20,4,3,4,0,NaN,NaN,NaN,NaN
276,1,1,62,4,12,7,0,NaN,NaN,NaN,NaN
277,1,3,46,2,7,7,0,NaN,NaN,NaN,NaN
278,2,4,41,2,31,5,1,41,17,NaN,NaN
279,1,4,76,1,44,7,0,NaN,NaN,NaN,NaN
280,1,1,21,2,27,6,1,42,27,NaN,NaN
281,1,2,16,1,31,6,1,14,31,NaN,NaN
282,2,3,70,1,20,4,0,NaN,NaN,NaN,NaN
283,1,2,2,3,58,7,0,NaN,NaN,NaN,NaN
284,1,3,12,4,43,6,1,58,16,NaN,NaN
285,2,3,42,3,45,5,1,42,45,NaN,NaN
286,1,4,32,3,4,6,1,38,4,NaN,NaN
287,2,2,20,2,62,4,0,NaN,NaN,NaN,NaN
288,2,2,1,4,31,5,1,1,57,NaN,NaN
289,2,3,46,4,12,5,1,46,44,NaN,NaN
290,2,2,2,1,44,5,1,2,44,NaN,NaN
291,1,1,48,1,20,7,1,54,27,NaN,NaN
292,1,3,70,3,35,7,1,13,35,NaN,NaN
293,2,2,16,3,4,4,0,NaN,NaN,NaN,NaN
294,1,4,20,2,62,7,1,20,62,NaN,NaN
295,1,3,42,1,35,6,0,NaN,NaN,NaN,NaN
296,2,4,76,3,58,5,1,76,58,NaN,NaN
297,2,3,12,2,27,4,0,NaN,NaN,NaN,NaN
298,1,4,41,4,31,6,0,NaN,NaN,NaN,NaN
299,2,1,62,2,7,5,1,85,4,NaN,NaN
300,1,2,20,4,3,7,1,37,22,NaN,NaN
301,2,1,21,4,43,4,0,NaN,NaN,NaN,NaN
302,2,4,32,1,31,4,0,NaN,NaN,NaN,NaN
303,1,1,20,3,45,6,0,NaN,NaN,NaN,NaN
304,1,2,1,2,31,6,0,NaN,NaN,NaN,NaN
305,2,1,83,3,38,5,0,NaN,NaN,NaN,NaN
306,1,4,92,1,48,6,0,NaN,NaN,NaN,NaN
307,1,3,28,4,52,7,1,38,54,NaN,NaN
308,1,2,71,1,10,7,1,71,23,NaN,NaN
309,1,4,67,3,40,7,1,67,40,NaN,NaN
310,2,1,23,1,42,4,1,62,42,NaN,NaN
311,2,2,92,4,7,4,1,15,7,NaN,NaN
312,2,4,90,2,48,4,1,90,31,NaN,NaN
313,2,2,10,2,22,5,0,NaN,NaN,NaN,NaN
314,2,4,9,4,1,5,0,NaN,NaN,NaN,NaN
315,1,1,58,2,10,7,1,58,10,NaN,NaN
316,2,3,26,1,65,5,0,NaN,NaN,NaN,NaN
317,1,3,83,2,23,6,0,NaN,NaN,NaN,NaN
318,1,1,82,4,2,6,0,NaN,NaN,NaN,NaN
319,1,2,45,3,22,6,0,NaN,NaN,NaN,NaN
320,2,3,39,3,29,4,1,90,14,NaN,NaN
321,2,2,20,1,20,6,0,NaN,NaN,NaN,NaN
322,1,2,45,2,23,5,1,45,4,NaN,NaN
323,2,3,42,2,31,7,1,52,40,NaN,NaN
324,2,4,20,3,35,6,0,NaN,NaN,NaN,NaN
325,1,3,28,3,40,4,0,NaN,NaN,NaN,NaN
326,1,4,67,2,10,4,0,NaN,NaN,NaN,NaN
327,1,4,92,4,2,5,1,92,56,NaN,NaN
328,1,1,82,3,22,5,1,41,22,NaN,NaN
329,2,4,41,1,35,7,1,41,35,NaN,NaN
330,1,2,71,4,52,4,0,NaN,NaN,NaN,NaN
331,2,1,20,4,31,7,1,5,31,NaN,NaN
332,1,1,58,1,10,4,0,NaN,NaN,NaN,NaN
333,1,3,83,1,48,5,1,58,48,NaN,NaN
334,2,3,70,4,3,6,0,NaN,NaN,NaN,NaN
335,2,1,48,2,62,6,0,NaN,NaN,NaN,NaN
336,2,2,1,3,45,7,1,1,11,NaN,NaN
337,1,4,9,1,65,4,1,59,31,NaN,NaN
338,1,2,10,3,38,4,1,41,38,NaN,NaN
339,1,3,26,2,22,4,1,26,51,NaN,NaN
340,1,3,39,4,7,5,0,NaN,NaN,NaN,NaN
341,2,4,32,4,43,7,1,32,43,NaN,NaN
342,1,2,92,1,42,5,0,NaN,NaN,NaN,NaN
343,1,4,90,3,29,5,0,NaN,NaN,NaN,NaN
344,2,1,62,1,44,6,0,NaN,NaN,NaN,NaN
345,2,1,21,3,4,7,1,46,4,NaN,NaN
346,1,1,23,2,48,5,0,NaN,NaN,NaN,NaN
347,2,3,46,3,58,6,0,NaN,NaN,NaN,NaN
348,2,4,76,2,7,6,0,NaN,NaN,NaN,NaN
349,2,2,16,2,27,7,1,16,44,NaN,NaN
350,2,3,12,1,31,7,1,18,31,NaN,NaN
351,1,1,83,4,1,4,1,83,47,NaN,NaN
352,2,2,2,4,12,6,0,NaN,NaN,NaN,NaN
353,2,3,39,2,48,6,1,25,56,NaN,NaN
354,2,2,92,3,29,6,1,92,29,NaN,NaN
355,1,3,46,1,44,4,1,46,44,NaN,NaN
356,2,2,10,1,65,7,0,NaN,NaN,NaN,NaN
357,2,3,26,4,1,7,0,NaN,NaN,NaN,NaN
358,2,1,23,4,7,6,1,23,63,NaN,NaN
359,1,1,21,1,31,5,0,NaN,NaN,NaN,NaN
360,2,4,9,3,38,7,0,NaN,NaN,NaN,NaN
361,1,1,62,3,58,4,1,25,1,NaN,NaN
362,2,1,83,2,22,7,0,NaN,NaN,NaN,NaN
363,1,2,2,2,7,4,1,8,7,NaN,NaN
364,1,4,32,2,27,5,0,NaN,NaN,NaN,NaN
365,1,3,12,3,4,5,0,NaN,NaN,NaN,NaN
366,1,4,76,4,12,4,1,59,12,NaN,NaN
367,2,4,90,1,42,6,1,90,53,NaN,NaN
368,1,2,16,4,43,5,0,NaN,NaN,NaN,NaN
369,2,3,28,1,10,6,1,79,21,NaN,NaN
370,1,1,20,2,31,4,0,NaN,NaN,NaN,NaN
371,2,1,58,3,40,6,1,41,61,NaN,NaN
372,1,3,42,4,31,4,0,NaN,NaN,NaN,NaN
373,2,2,45,4,2,7,0,NaN,NaN,NaN,NaN
374,2,2,71,2,10,6,1,71,10,NaN,NaN
375,1,2,20,3,35,5,1,20,35,NaN,NaN
376,1,1,48,4,3,5,1,25,3,NaN,NaN
377,2,4,92,2,23,7,0,NaN,NaN,NaN,NaN
378,1,4,20,1,20,5,1,41,18,NaN,NaN
379,1,4,41,3,45,4,0,NaN,NaN,NaN,NaN
380,2,3,83,3,22,7,0,NaN,NaN,NaN,NaN
381,1,2,1,1,35,4,0,NaN,NaN,NaN,NaN
382,2,4,67,4,52,6,1,67,52,NaN,NaN
383,2,1,82,1,48,7,0,NaN,NaN,NaN,NaN
384,1,3,70,2,62,5,1,70,41,NaN,NaN
385,2,1,83,1,65,7,0,NaN,NaN,NaN,NaN
386,1,3,28,2,10,6,1,28,22,NaN,NaN
387,1,4,67,1,10,6,1,76,22,NaN,NaN
388,1,1,82,2,23,5,0,NaN,NaN,NaN,NaN
389,2,2,92,2,48,4,1,22,36,NaN,NaN
390,1,4,92,3,22,5,0,NaN,NaN,NaN,NaN
391,1,2,71,3,40,6,1,71,31,NaN,NaN
392,2,4,90,4,7,4,1,90,7,NaN,NaN
393,2,4,9,2,22,7,0,NaN,NaN,NaN,NaN
394,1,2,45,1,48,5,0,NaN,NaN,NaN,NaN
395,2,3,39,1,42,4,1,39,42,NaN,NaN
396,2,1,23,3,29,4,1,17,29,NaN,NaN
397,2,3,26,3,38,7,0,NaN,NaN,NaN,NaN
398,1,3,83,4,2,5,0,NaN,NaN,NaN,NaN
399,2,2,10,4,1,7,0,NaN,NaN,NaN,NaN
400,1,1,58,4,52,6,1,4,52,NaN,NaN
401,2,3,12,4,43,7,0,NaN,NaN,NaN,NaN
402,2,4,32,3,4,7,0,NaN,NaN,NaN,NaN
403,1,1,20,1,35,6,0,NaN,NaN,NaN,NaN
404,1,2,1,4,31,6,0,NaN,NaN,NaN,NaN
405,1,4,20,4,3,5,1,30,3,NaN,NaN
406,1,4,41,2,31,6,0,NaN,NaN,NaN,NaN
407,2,1,62,4,12,4,1,102,43,NaN,NaN
408,2,2,16,1,31,7,0,NaN,NaN,NaN,NaN
409,1,3,42,3,45,6,0,NaN,NaN,NaN,NaN
410,2,1,21,2,27,7,0,NaN,NaN,NaN,NaN
411,2,3,46,2,7,4,1,20,7,NaN,NaN
412,2,4,76,1,44,4,1,76,33,NaN,NaN
413,1,2,20,2,62,5,1,20,58,NaN,NaN
414,2,2,2,3,58,4,1,51,31,NaN,NaN
415,1,1,48,3,35,5,1,48,35,NaN,NaN
416,1,3,70,1,20,5,1,70,20,NaN,NaN
417,2,4,41,4,31,7,1,41,31,NaN,NaN
418,1,1,21,4,43,5,1,21,51,NaN,NaN
419,1,4,76,3,58,6,0,NaN,NaN,NaN,NaN
420,1,3,12,2,27,5,1,30,47,NaN,NaN
421,1,2,2,1,44,6,0,NaN,NaN,NaN,NaN
422,1,4,32,1,31,5,1,57,31,NaN,NaN
423,1,2,16,3,4,5,1,16,5,NaN,NaN
424,1,1,62,2,7,6,0,NaN,NaN,NaN,NaN
425,2,2,1,2,31,7,1,1,31,NaN,NaN
426,1,3,46,4,12,6,0,NaN,NaN,NaN,NaN
427,2,1,48,1,20,4,0,NaN,NaN,NaN,NaN
428,2,3,70,3,35,4,0,NaN,NaN,NaN,NaN
429,2,2,20,4,3,4,0,NaN,NaN,NaN,NaN
430,2,3,42,1,35,7,1,32,56,NaN,NaN
431,2,1,20,3,45,7,1,97,45,NaN,NaN
432,2,4,20,2,62,4,0,NaN,NaN,NaN,NaN
433,1,4,9,4,1,6,1,49,1,NaN,NaN
434,2,2,71,1,10,4,0,NaN,NaN,NaN,NaN
435,1,4,90,2,48,5,0,NaN,NaN,NaN,NaN
436,2,2,45,3,22,7,1,45,46,NaN,NaN
437,1,1,83,3,38,6,1,83,38,NaN,NaN
438,2,1,82,4,2,7,1,82,20,NaN,NaN
439,2,3,28,4,52,4,0,NaN,NaN,NaN,NaN
440,1,3,26,1,65,6,1,26,65,NaN,NaN
441,2,4,67,3,40,4,0,NaN,NaN,NaN,NaN
442,1,3,39,3,29,5,0,NaN,NaN,NaN,NaN
443,2,1,58,2,10,4,0,NaN,NaN,NaN,NaN
444,1,2,10,2,22,6,1,43,22,NaN,NaN
445,2,3,83,2,23,7,1,28,55,NaN,NaN
446,1,2,92,4,7,5,0,NaN,NaN,NaN,NaN
447,1,1,23,1,42,5,0,NaN,NaN,NaN,NaN
448,2,4,92,1,48,7,1,28,28,NaN,NaN
449,2,1,58,1,10,5,1,28,45,NaN,NaN
450,2,3,28,3,40,5,1,35,40,NaN,NaN
451,2,2,45,2,23,6,0,NaN,NaN,NaN,NaN
452,1,3,70,4,3,7,1,42,37,NaN,NaN
453,2,2,71,4,52,5,1,69,52,NaN,NaN
454,1,4,41,1,35,4,0,NaN,NaN,NaN,NaN
455,2,1,82,3,22,6,0,NaN,NaN,NaN,NaN
456,1,1,48,2,62,7,1,48,62,NaN,NaN
457,1,4,20,3,35,7,1,20,14,NaN,NaN
458,2,4,67,2,10,5,1,67,29,NaN,NaN
459,1,2,20,1,20,7,1,20,20,NaN,NaN
460,1,1,20,4,31,4,0,NaN,NaN,NaN,NaN
461,2,3,83,1,48,6,0,NaN,NaN,NaN,NaN
