TrialNumber,Cue,FaceCategory,FaceExemplar,SceneCategory,SceneExemplar,ITI,TestPresence,FaceChange,SceneChange,Response,ReactionTime
231,2,1,62,3,58,7,1,62,58,NaN,NaN
232,2,4,76,4,12,7,1,33,12,NaN,NaN
233,2,2,2,2,7,7,1,2,7,NaN,NaN
234,1,1,83,2,22,6,0,NaN,NaN,NaN,NaN
235,1,2,10,1,65,6,0,NaN,NaN,NaN,NaN
236,1,4,90,1,42,5,1,75,42,NaN,NaN
237,2,4,32,2,27,4,0,NaN,NaN,NaN,NaN
238,1,3,26,4,1,6,0,NaN,NaN,NaN,NaN
239,1,3,39,2,48,5,1,39,2,NaN,NaN
240,1,2,92,3,29,5,1,40,26,NaN,NaN
241,2,3,70,2,62,4,1,70,62,NaN,NaN
242,1,3,83,3,22,6,0,NaN,NaN,NaN,NaN
243,2,1,48,4,3,4,1,79,57,NaN,NaN
244,1,1,82,1,48,6,0,NaN,NaN,NaN,NaN
245,2,1,20,2,31,7,0,NaN,NaN,NaN,NaN
246,1,4,67,4,52,5,1,70,52,NaN,NaN
247,2,3,42,4,31,7,0,NaN,NaN,NaN,NaN
248,1,2,45,4,2,6,0,NaN,NaN,NaN,NaN
249,2,2,20,3,35,4,1,21,35,NaN,NaN
250,2,4,20,1,20,4,1,57,22,NaN,NaN
251,1,2,71,2,10,5,1,71,10,NaN,NaN
252,2,4,41,3,45,7,0,NaN,NaN,NaN,NaN
253,1,3,28,1,10,5,1,28,28,NaN,NaN
254,2,2,1,1,35,7,0,NaN,NaN,NaN,NaN
255,1,1,58,3,40,5,1,58,13,NaN,NaN
256,1,4,92,2,23,6,0,NaN,NaN,NaN,NaN
257,2,1,58,4,52,5,0,NaN,NaN,NaN,NaN
258,1,4,90,4,7,7,0,NaN,NaN,NaN,NaN
259,2,3,28,2,10,5,0,NaN,NaN,NaN,NaN
260,1,4,9,2,22,6,1,19,22,NaN,NaN
261,1,3,39,1,42,7,0,NaN,NaN,NaN,NaN
262,1,2,10,4,1,6,1,10,12,NaN,NaN
263,1,2,92,2,48,7,0,NaN,NaN,NaN,NaN
264,1,1,83,1,65,6,1,59,36,NaN,NaN
265,2,3,83,4,2,4,1,83,2,NaN,NaN
266,2,2,45,1,48,4,1,74,48,NaN,NaN
267,1,3,26,3,38,6,1,26,38,NaN,NaN
268,2,1,82,2,23,4,1,5,51,NaN,NaN
269,2,4,67,1,10,5,0,NaN,NaN,NaN,NaN
270,1,1,23,3,29,7,0,NaN,NaN,NaN,NaN
271,2,4,92,3,22,4,1,92,38,NaN,NaN
272,2,2,71,3,40,5,0,NaN,NaN,NaN,NaN
273,1,1,62,4,12,7,0,NaN,NaN,NaN,NaN
274,2,3,42,3,45,5,1,64,45,NaN,NaN
275,2,3,70,1,20,4,0,NaN,NaN,NaN,NaN
276,2,1,20,1,35,5,1,20,53,NaN,NaN
277,1,4,32,3,4,6,1,73,4,NaN,NaN
278,1,1,21,2,27,6,1,77,26,NaN,NaN
279,2,4,20,4,3,4,0,NaN,NaN,NaN,NaN
280,2,2,1,4,31,5,1,1,52,NaN,NaN
281,1,2,16,1,31,6,1,16,31,NaN,NaN
282,1,3,12,4,43,6,1,47,42,NaN,NaN
283,1,2,2,3,58,7,0,NaN,NaN,NaN,NaN
284,1,4,76,1,44,7,0,NaN,NaN,NaN,NaN
285,2,2,20,2,62,4,0,NaN,NaN,NaN,NaN
286,2,1,48,3,35,4,0,NaN,NaN,NaN,NaN
287,2,4,41,2,31,5,1,41,31,NaN,NaN
288,1,3,46,2,7,7,0,NaN,NaN,NaN,NaN
289,2,3,12,2,27,4,0,NaN,NaN,NaN,NaN
290,1,4,20,2,62,7,1,78,32,NaN,NaN
291,1,1,48,1,20,7,1,48,25,NaN,NaN
292,2,4,32,1,31,4,0,NaN,NaN,NaN,NaN
293,2,4,76,3,58,5,1,40,58,NaN,NaN
294,1,2,20,4,3,7,1,20,3,NaN,NaN
295,2,1,21,4,43,4,0,NaN,NaN,NaN,NaN
296,2,1,62,2,7,5,1,62,7,NaN,NaN
297,2,2,2,1,44,5,1,2,44,NaN,NaN
298,1,4,41,4,31,6,0,NaN,NaN,NaN,NaN
299,1,3,42,1,35,6,0,NaN,NaN,NaN,NaN
300,2,2,16,3,4,4,0,NaN,NaN,NaN,NaN
301,1,1,20,3,45,6,0,NaN,NaN,NaN,NaN
302,1,2,1,2,31,6,0,NaN,NaN,NaN,NaN
303,2,3,46,4,12,5,1,40,16,NaN,NaN
304,1,3,70,3,35,7,1,41,47,NaN,NaN
305,2,1,23,1,42,4,1,23,58,NaN,NaN
306,1,3,28,4,52,7,1,28,47,NaN,NaN
307,2,4,90,2,48,4,1,18,48,NaN,NaN
308,2,2,10,2,22,5,0,NaN,NaN,NaN,NaN
309,2,4,9,4,1,5,0,NaN,NaN,NaN,NaN
310,1,2,71,1,10,7,1,53,10,NaN,NaN
311,2,3,39,3,29,4,1,48,38,NaN,NaN
312,1,1,58,2,10,7,1,58,10,NaN,NaN
313,1,1,82,4,2,6,0,NaN,NaN,NaN,NaN
314,1,4,92,1,48,6,0,NaN,NaN,NaN,NaN
315,2,3,26,1,65,5,0,NaN,NaN,NaN,NaN
316,1,3,83,2,23,6,0,NaN,NaN,NaN,NaN
317,1,2,45,3,22,6,0,NaN,NaN,NaN,NaN
318,2,2,92,4,7,4,1,87,18,NaN,NaN
319,1,4,67,3,40,7,1,67,40,NaN,NaN
320,2,1,83,3,38,5,0,NaN,NaN,NaN,NaN
321,2,4,41,1,35,7,1,47,35,NaN,NaN
322,2,3,70,4,3,6,0,NaN,NaN,NaN,NaN
323,1,3,83,1,48,5,1,80,48,NaN,NaN
324,2,1,48,2,62,6,0,NaN,NaN,NaN,NaN
325,1,4,92,4,2,5,1,79,35,NaN,NaN
326,2,1,20,4,31,7,1,20,29,NaN,NaN
327,1,2,71,4,52,4,0,NaN,NaN,NaN,NaN
328,1,4,67,2,10,4,0,NaN,NaN,NaN,NaN
329,1,1,58,1,10,4,0,NaN,NaN,NaN,NaN
330,2,3,42,2,31,7,1,42,31,NaN,NaN
331,2,4,20,3,35,6,0,NaN,NaN,NaN,NaN
332,2,2,1,3,45,7,1,1,27,NaN,NaN
333,2,2,20,1,20,6,0,NaN,NaN,NaN,NaN
334,1,3,28,3,40,4,0,NaN,NaN,NaN,NaN
335,1,2,45,2,23,5,1,87,23,NaN,NaN
336,1,1,82,3,22,5,1,82,47,NaN,NaN
337,1,2,10,3,38,4,1,10,38,NaN,NaN
338,2,4,76,2,7,6,0,NaN,NaN,NaN,NaN
339,2,2,16,2,27,7,1,16,27,NaN,NaN
340,2,1,21,3,4,7,1,18,29,NaN,NaN
341,1,1,23,2,48,5,0,NaN,NaN,NaN,NaN
342,1,1,83,4,1,4,1,34,1,NaN,NaN
343,2,3,46,3,58,6,0,NaN,NaN,NaN,NaN
344,1,3,26,2,22,4,1,38,67,NaN,NaN
345,1,4,90,3,29,5,0,NaN,NaN,NaN,NaN
346,2,2,2,4,12,6,0,NaN,NaN,NaN,NaN
347,2,4,32,4,43,7,1,32,67,NaN,NaN
348,1,3,39,4,7,5,0,NaN,NaN,NaN,NaN
349,1,4,9,1,65,4,1,24,22,NaN,NaN
350,1,2,92,1,42,5,0,NaN,NaN,NaN,NaN
351,2,3,12,1,31,7,1,12,31,NaN,NaN
352,2,1,62,1,44,6,0,NaN,NaN,NaN,NaN
353,2,3,39,2,48,6,1,54,48,NaN,NaN
354,1,2,16,4,43,5,0,NaN,NaN,NaN,NaN
355,1,4,76,4,12,4,1,76,42,NaN,NaN
356,1,3,12,3,4,5,0,NaN,NaN,NaN,NaN
357,2,1,83,2,22,7,0,NaN,NaN,NaN,NaN
358,2,4,9,3,38,7,0,NaN,NaN,NaN,NaN
359,2,2,92,3,29,6,1,92,29,NaN,NaN
360,2,2,10,1,65,7,0,NaN,NaN,NaN,NaN
361,1,1,62,3,58,4,1,93,30,NaN,NaN
362,1,3,46,1,44,4,1,81,44,NaN,NaN
363,1,1,21,1,31,5,0,NaN,NaN,NaN,NaN
364,1,4,32,2,27,5,0,NaN,NaN,NaN,NaN
365,2,1,23,4,7,6,1,23,7,NaN,NaN
366,2,3,26,4,1,7,0,NaN,NaN,NaN,NaN
367,1,2,2,2,7,4,1,18,63,NaN,NaN
368,2,4,90,1,42,6,1,90,19,NaN,NaN
369,2,3,28,1,10,6,1,6,10,NaN,NaN
370,1,2,20,3,35,5,1,20,44,NaN,NaN
371,1,1,48,4,3,5,1,48,3,NaN,NaN
372,1,3,70,2,62,5,1,32,42,NaN,NaN
373,2,4,92,2,23,7,0,NaN,NaN,NaN,NaN
374,2,2,45,4,2,7,0,NaN,NaN,NaN,NaN
375,1,4,41,3,45,4,0,NaN,NaN,NaN,NaN
376,1,1,20,2,31,4,0,NaN,NaN,NaN,NaN
377,1,2,1,1,35,4,0,NaN,NaN,NaN,NaN
378,2,1,58,3,40,6,1,44,40,NaN,NaN
379,2,4,67,4,52,6,1,67,44,NaN,NaN
380,1,4,20,1,20,5,1,20,20,NaN,NaN
381,1,3,42,4,31,4,0,NaN,NaN,NaN,NaN
382,2,2,71,2,10,6,1,35,49,NaN,NaN
383,2,3,83,3,22,7,0,NaN,NaN,NaN,NaN
384,2,1,82,1,48,7,0,NaN,NaN,NaN,NaN
385,1,1,82,2,23,5,0,NaN,NaN,NaN,NaN
386,1,1,58,4,52,6,1,53,52,NaN,NaN
387,1,3,83,4,2,5,0,NaN,NaN,NaN,NaN
388,1,4,92,3,22,5,0,NaN,NaN,NaN,NaN
389,2,2,10,4,1,7,0,NaN,NaN,NaN,NaN
390,1,3,28,2,10,6,1,61,9,NaN,NaN
391,2,3,26,3,38,7,0,NaN,NaN,NaN,NaN
392,2,3,39,1,42,4,1,39,42,NaN,NaN
393,2,1,23,3,29,4,1,32,44,NaN,NaN
394,2,2,92,2,48,4,1,80,48,NaN,NaN
395,1,2,71,3,40,6,1,71,40,NaN,NaN
396,2,4,90,4,7,4,1,90,68,NaN,NaN
397,1,4,67,1,10,6,1,67,33,NaN,NaN
398,1,2,45,1,48,5,0,NaN,NaN,NaN,NaN
399,2,4,9,2,22,7,0,NaN,NaN,NaN,NaN
400,2,1,83,1,65,7,0,NaN,NaN,NaN,NaN
401,1,4,41,2,31,6,0,NaN,NaN,NaN,NaN
402,1,3,42,3,45,6,0,NaN,NaN,NaN,NaN
403,1,1,20,1,35,6,0,NaN,NaN,NaN,NaN
404,2,3,12,4,43,7,0,NaN,NaN,NaN,NaN
405,1,2,1,4,31,6,0,NaN,NaN,NaN,NaN
406,2,2,16,1,31,7,0,NaN,NaN,NaN,NaN
407,1,2,20,2,62,5,1,20,62,NaN,NaN
408,1,3,70,1,20,5,1,10,5,NaN,NaN
409,1,4,20,4,3,5,1,20,3,NaN,NaN
410,2,3,46,2,7,4,1,57,49,NaN,NaN
411,2,2,2,3,58,4,1,2,58,NaN,NaN
412,2,4,32,3,4,7,0,NaN,NaN,NaN,NaN
413,2,1,21,2,27,7,0,NaN,NaN,NaN,NaN
414,2,4,76,1,44,4,1,5,46,NaN,NaN
415,1,1,48,3,35,5,1,48,35,NaN,NaN
416,2,1,62,4,12,4,1,44,21,NaN,NaN
417,2,2,1,2,31,7,1,1,17,NaN,NaN
418,1,1,21,4,43,5,1,81,43,NaN,NaN
419,1,4,32,1,31,5,1,32,3,NaN,NaN
420,1,1,62,2,7,6,0,NaN,NaN,NaN,NaN
421,2,4,41,4,31,7,1,33,65,NaN,NaN
422,2,3,42,1,35,7,1,81,35,NaN,NaN
423,1,3,46,4,12,6,0,NaN,NaN,NaN,NaN
424,2,1,48,1,20,4,0,NaN,NaN,NaN,NaN
425,2,4,20,2,62,4,0,NaN,NaN,NaN,NaN
426,2,2,20,4,3,4,0,NaN,NaN,NaN,NaN
427,2,1,20,3,45,7,1,20,45,NaN,NaN
428,2,3,70,3,35,4,0,NaN,NaN,NaN,NaN
429,1,2,2,1,44,6,0,NaN,NaN,NaN,NaN
430,1,3,12,2,27,5,1,51,63,NaN,NaN
431,1,4,76,3,58,6,0,NaN,NaN,NaN,NaN
432,1,2,16,3,4,5,1,16,4,NaN,NaN
433,1,3,26,1,65,6,1,26,60,NaN,NaN
434,2,1,82,4,2,7,1,82,2,NaN,NaN
435,2,4,92,1,48,7,1,67,48,NaN,NaN
436,2,1,58,2,10,4,0,NaN,NaN,NaN,NaN
437,1,2,92,4,7,5,0,NaN,NaN,NaN,NaN
438,1,1,83,3,38,6,1,83,32,NaN,NaN
439,2,3,28,4,52,4,0,NaN,NaN,NaN,NaN
440,1,1,23,1,42,5,0,NaN,NaN,NaN,NaN
441,1,3,39,3,29,5,0,NaN,NaN,NaN,NaN
442,1,4,90,2,48,5,0,NaN,NaN,NaN,NaN
443,2,4,67,3,40,4,0,NaN,NaN,NaN,NaN
444,1,2,10,2,22,6,1,10,32,NaN,NaN
445,2,3,83,2,23,7,1,33,37,NaN,NaN
446,1,4,9,4,1,6,1,15,1,NaN,NaN
447,2,2,71,1,10,4,0,NaN,NaN,NaN,NaN
448,2,2,45,3,22,7,1,14,22,NaN,NaN
449,1,3,70,4,3,7,1,26,27,NaN,NaN
450,2,2,71,4,52,5,1,72,27,NaN,NaN
451,2,1,58,1,10,5,1,58,10,NaN,NaN
452,2,3,28,3,40,5,1,28,40,NaN,NaN
453,1,1,48,2,62,7,1,20,62,NaN,NaN
454,1,2,1,3,45,4,0,NaN,NaN,NaN,NaN
455,2,3,83,1,48,6,0,NaN,NaN,NaN,NaN
456,2,4,92,4,2,6,0,NaN,NaN,NaN,NaN
457,2,1,82,3,22,6,0,NaN,NaN,NaN,NaN
458,1,4,20,3,35,7,1,21,46,NaN,NaN
459,1,3,42,2,31,4,0,NaN,NaN,NaN,NaN
460,2,4,67,2,10,5,1,67,10,NaN,NaN
461,1,2,20,1,20,7,1,20,2,NaN,NaN
